Year,Mon,Day,Jday,Hr,Min,Rain[mm/h],Month+year,Lat,Lon
2015,3,14,73,11,47,5.37,3/2015,47.35905,-123.99126
2015,3,14,73,11,48,4.46,3/2015,47.35905,-123.99126
2015,3,14,73,11,49,5.41,3/2015,47.35905,-123.99126
2015,3,14,73,11,50,7.49,3/2015,47.35905,-123.99126
2015,3,14,73,11,51,7.76,3/2015,47.35905,-123.99126
2015,3,14,73,11,52,6.07,3/2015,47.35905,-123.99126
2015,3,14,73,11,53,4.76,3/2015,47.35905,-123.99126
2015,3,14,73,11,54,4.41,3/2015,47.35905,-123.99126
2015,3,14,73,11,55,4.82,3/2015,47.35905,-123.99126
2015,3,14,73,11,56,5.17,3/2015,47.35905,-123.99126
2015,3,14,73,11,57,5.26,3/2015,47.35905,-123.99126
2015,3,14,73,11,58,5.15,3/2015,47.35905,-123.99126
2015,3,14,73,11,59,5.06,3/2015,47.35905,-123.99126
2015,3,14,73,12,0,5.03,3/2015,47.35905,-123.99126
2015,3,14,73,12,1,5.06,3/2015,47.35905,-123.99126
2015,3,14,73,12,2,5.09,3/2015,47.35905,-123.99126
2015,3,14,73,12,3,5.1,3/2015,47.35905,-123.99126
2015,3,14,73,12,4,5.11,3/2015,47.35905,-123.99126
2015,3,14,73,12,5,5.09,3/2015,47.35905,-123.99126
2015,3,14,73,12,6,5.05,3/2015,47.35905,-123.99126
2015,3,14,73,12,7,5.01,3/2015,47.35905,-123.99126
2015,3,14,73,12,8,5.05,3/2015,47.35905,-123.99126
2015,3,14,73,12,9,5.18,3/2015,47.35905,-123.99126
2015,3,14,73,12,10,5.34,3/2015,47.35905,-123.99126
2015,3,14,73,12,11,5.2,3/2015,47.35905,-123.99126
2015,3,14,73,12,12,4.7,3/2015,47.35905,-123.99126
2015,3,14,73,12,13,3.97,3/2015,47.35905,-123.99126
2015,3,14,73,12,14,3.56,3/2015,47.35905,-123.99126
2015,3,14,73,12,15,3.61,3/2015,47.35905,-123.99126
2015,3,14,73,12,16,4.12,3/2015,47.35905,-123.99126
2015,3,14,73,12,17,4.91,3/2015,47.35905,-123.99126
2015,3,14,73,12,18,5.28,3/2015,47.35905,-123.99126
2015,3,14,73,12,19,5.06,3/2015,47.35905,-123.99126
2015,3,14,73,12,20,4.51,3/2015,47.35905,-123.99126
2015,3,14,73,12,21,4.73,3/2015,47.35905,-123.99126
2015,3,14,73,12,22,6,3/2015,47.35905,-123.99126
2015,3,14,73,12,23,7.73,3/2015,47.35905,-123.99126
2015,3,14,73,12,24,7.52,3/2015,47.35905,-123.99126
2015,3,14,73,12,25,5.5,3/2015,47.35905,-123.99126
2015,3,14,73,12,26,4.5,3/2015,47.35905,-123.99126
2015,3,14,73,12,27,5.24,3/2015,47.35905,-123.99126
2015,3,14,73,12,28,7.17,3/2015,47.35905,-123.99126
2015,3,14,73,12,29,8.08,3/2015,47.35905,-123.99126
2015,3,14,73,12,30,7.75,3/2015,47.35905,-123.99126
2015,3,14,73,12,31,7.5,3/2015,47.35905,-123.99126
2015,3,14,73,12,32,7.58,3/2015,47.35905,-123.99126
2015,3,14,73,12,33,7.66,3/2015,47.35905,-123.99126
2015,3,14,73,12,34,7.66,3/2015,47.35905,-123.99126
2015,3,14,73,12,35,7.58,3/2015,47.35905,-123.99126
2015,3,14,73,12,36,7.51,3/2015,47.35905,-123.99126
2015,3,14,73,12,37,7.74,3/2015,47.35905,-123.99126
2015,3,14,73,12,38,8.05,3/2015,47.35905,-123.99126
2015,3,14,73,12,39,7.2,3/2015,47.35905,-123.99126
2015,3,14,73,12,40,5.39,3/2015,47.35905,-123.99126
2015,3,14,73,12,41,4.58,3/2015,47.35905,-123.99126
2015,3,14,73,12,42,5.28,3/2015,47.35905,-123.99126
2015,3,14,73,12,43,7.05,3/2015,47.35905,-123.99126
2015,3,14,73,12,44,8.2,3/2015,47.35905,-123.99126
2015,3,14,73,12,45,8.24,3/2015,47.35905,-123.99126
2015,3,14,73,12,46,7,3/2015,47.35905,-123.99126
2015,3,14,73,12,47,5.72,3/2015,47.35905,-123.99126
2015,3,14,73,12,48,9.53,3/2015,47.35905,-123.99126
2015,3,14,73,12,49,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,12,50,9.49,3/2015,47.35905,-123.99126
2015,3,14,73,12,51,5.76,3/2015,47.35905,-123.99126
2015,3,14,73,12,52,7.15,3/2015,47.35905,-123.99126
2015,3,14,73,12,53,8.09,3/2015,47.35905,-123.99126
2015,3,14,73,12,54,7.64,3/2015,47.35905,-123.99126
2015,3,14,73,12,55,7.6,3/2015,47.35905,-123.99126
2015,3,14,73,12,56,8.02,3/2015,47.35905,-123.99126
2015,3,14,73,12,57,7.23,3/2015,47.35905,-123.99126
2015,3,14,73,12,58,5.35,3/2015,47.35905,-123.99126
2015,3,14,73,12,59,4.55,3/2015,47.35905,-123.99126
2015,3,14,73,13,0,5.35,3/2015,47.35905,-123.99126
2015,3,14,73,13,1,7.22,3/2015,47.35905,-123.99126
2015,3,14,73,13,2,8.02,3/2015,47.35905,-123.99126
2015,3,14,73,13,3,7.62,3/2015,47.35905,-123.99126
2015,3,14,73,13,4,7.62,3/2015,47.35905,-123.99126
2015,3,14,73,13,5,8.02,3/2015,47.35905,-123.99126
2015,3,14,73,13,6,7.22,3/2015,47.35905,-123.99126
2015,3,14,73,13,7,5.35,3/2015,47.35905,-123.99126
2015,3,14,73,13,8,4.55,3/2015,47.35905,-123.99126
2015,3,14,73,13,9,5.35,3/2015,47.35905,-123.99126
2015,3,14,73,13,10,7.23,3/2015,47.35905,-123.99126
2015,3,14,73,13,11,8.02,3/2015,47.35905,-123.99126
2015,3,14,73,13,12,7.59,3/2015,47.35905,-123.99126
2015,3,14,73,13,13,7.65,3/2015,47.35905,-123.99126
2015,3,14,73,13,14,8.13,3/2015,47.35905,-123.99126
2015,3,14,73,13,15,7.12,3/2015,47.35905,-123.99126
2015,3,14,73,13,16,5.63,3/2015,47.35905,-123.99126
2015,3,14,73,13,17,9.62,3/2015,47.35905,-123.99126
2015,3,14,73,13,18,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,19,7.65,3/2015,47.35905,-123.99126
2015,3,14,73,13,20,7.59,3/2015,47.35905,-123.99126
2015,3,14,73,13,21,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,22,10.11,3/2015,47.35905,-123.99126
2015,3,14,73,13,23,5.13,3/2015,47.35905,-123.99126
2015,3,14,73,13,24,5.14,3/2015,47.35905,-123.99126
2015,3,14,73,13,25,10.11,3/2015,47.35905,-123.99126
2015,3,14,73,13,26,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,27,7.62,3/2015,47.35905,-123.99126
2015,3,14,73,13,28,7.63,3/2015,47.35905,-123.99126
2015,3,14,73,13,29,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,30,9.99,3/2015,47.35905,-123.99126
2015,3,14,73,13,31,5.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,32,4.97,3/2015,47.35905,-123.99126
2015,3,14,73,13,33,5.23,3/2015,47.35905,-123.99126
2015,3,14,73,13,34,5.04,3/2015,47.35905,-123.99126
2015,3,14,73,13,35,4.63,3/2015,47.35905,-123.99126
2015,3,14,73,13,36,4.81,3/2015,47.35905,-123.99126
2015,3,14,73,13,37,5.81,3/2015,47.35905,-123.99126
2015,3,14,73,13,38,7.29,3/2015,47.35905,-123.99126
2015,3,14,73,13,39,7.95,3/2015,47.35905,-123.99126
2015,3,14,73,13,40,7.71,3/2015,47.35905,-123.99126
2015,3,14,73,13,41,7.54,3/2015,47.35905,-123.99126
2015,3,14,73,13,42,7.61,3/2015,47.35905,-123.99126
2015,3,14,73,13,43,7.63,3/2015,47.35905,-123.99126
2015,3,14,73,13,44,7.58,3/2015,47.35905,-123.99126
2015,3,14,73,13,45,7.67,3/2015,47.35905,-123.99126
2015,3,14,73,13,46,7.81,3/2015,47.35905,-123.99126
2015,3,14,73,13,47,7.43,3/2015,47.35905,-123.99126
2015,3,14,73,13,48,6.46,3/2015,47.35905,-123.99126
2015,3,14,73,13,49,5.17,3/2015,47.35905,-123.99126
2015,3,14,73,13,50,3.62,3/2015,47.35905,-123.99126
2015,3,14,73,13,51,2.41,3/2015,47.35905,-123.99126
2015,3,14,73,13,52,3.96,3/2015,47.35905,-123.99126
2015,3,14,73,13,53,8.87,3/2015,47.35905,-123.99126
2015,3,14,73,13,54,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,55,15.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,56,8.25,3/2015,47.35905,-123.99126
2015,3,14,73,13,57,3.53,3/2015,47.35905,-123.99126
2015,3,14,73,13,58,3.46,3/2015,47.35905,-123.99126
2015,3,14,73,13,59,6.79,3/2015,47.35905,-123.99126
2015,3,14,73,14,0,8.46,3/2015,47.35905,-123.99126
2015,3,14,73,14,1,7.84,3/2015,47.35905,-123.99126
2015,3,14,73,14,2,7.41,3/2015,47.35905,-123.99126
2015,3,14,73,14,3,7.59,3/2015,47.35905,-123.99126
2015,3,14,73,14,4,7.65,3/2015,47.35905,-123.99126
2015,3,14,73,14,5,7.52,3/2015,47.35905,-123.99126
2015,3,14,73,14,6,7.72,3/2015,47.35905,-123.99126
2015,3,14,73,14,7,8.04,3/2015,47.35905,-123.99126
2015,3,14,73,14,8,7.2,3/2015,47.35905,-123.99126
2015,3,14,73,14,9,5.37,3/2015,47.35905,-123.99126
2015,3,14,73,14,10,4.57,3/2015,47.35905,-123.99126
2015,3,14,73,14,11,5.3,3/2015,47.35905,-123.99126
2015,3,14,73,14,12,7.1,3/2015,47.35905,-123.99126
2015,3,14,73,14,13,8.15,3/2015,47.35905,-123.99126
2015,3,14,73,14,14,8.08,3/2015,47.35905,-123.99126
2015,3,14,73,14,15,7.17,3/2015,47.35905,-123.99126
2015,3,14,73,14,16,5.75,3/2015,47.35905,-123.99126
2015,3,14,73,14,17,4.83,3/2015,47.35905,-123.99126
2015,3,14,73,14,18,4.66,3/2015,47.35905,-123.99126
2015,3,14,73,14,19,5.05,3/2015,47.35905,-123.99126
2015,3,14,73,14,20,5.22,3/2015,47.35905,-123.99126
2015,3,14,73,14,21,4.97,3/2015,47.35905,-123.99126
2015,3,14,73,14,22,4.53,3/2015,47.35905,-123.99126
2015,3,14,73,14,23,4.78,3/2015,47.35905,-123.99126
2015,3,14,73,14,24,5.93,3/2015,47.35905,-123.99126
2015,3,14,73,14,25,7.53,3/2015,47.35905,-123.99126
2015,3,14,73,14,26,7.71,3/2015,47.35905,-123.99126
2015,3,14,73,14,27,6.38,3/2015,47.35905,-123.99126
2015,3,14,73,14,28,4.98,3/2015,47.35905,-123.99126
2015,3,14,73,14,29,3.88,3/2015,47.35905,-123.99126
2015,3,14,73,14,30,3.14,3/2015,47.35905,-123.99126
2015,3,14,73,14,31,3.08,3/2015,47.35905,-123.99126
2015,3,14,73,14,32,3.78,3/2015,47.35905,-123.99126
2015,3,14,73,14,33,5.24,3/2015,47.35905,-123.99126
2015,3,14,73,14,34,7.13,3/2015,47.35905,-123.99126
2015,3,14,73,14,35,8.12,3/2015,47.35905,-123.99126
2015,3,14,73,14,36,7.99,3/2015,47.35905,-123.99126
2015,3,14,73,14,37,7.25,3/2015,47.35905,-123.99126
2015,3,14,73,14,38,6.12,3/2015,47.35905,-123.99126
2015,3,14,73,14,39,5.03,3/2015,47.35905,-123.99126
2015,3,14,73,14,40,4.1,3/2015,47.35905,-123.99126
2015,3,14,73,14,41,3.32,3/2015,47.35905,-123.99126
2015,3,14,73,14,42,2.66,3/2015,47.35905,-123.99126
2015,3,14,73,14,43,2.11,3/2015,47.35905,-123.99126
2015,3,14,73,14,44,1.67,3/2015,47.35905,-123.99126
2015,3,14,73,14,45,1.33,3/2015,47.35905,-123.99126
2015,3,14,73,14,46,1.11,3/2015,47.35905,-123.99126
2015,3,14,73,14,47,0.99,3/2015,47.35905,-123.99126
2015,3,14,73,14,48,0.98,3/2015,47.35905,-123.99126
2015,3,14,73,14,49,1.08,3/2015,47.35905,-123.99126
2015,3,14,73,14,50,1.26,3/2015,47.35905,-123.99126
2015,3,14,73,14,51,1.46,3/2015,47.35905,-123.99126
2015,3,14,73,14,52,1.65,3/2015,47.35905,-123.99126
2015,3,14,73,14,53,1.84,3/2015,47.35905,-123.99126
2015,3,14,73,14,54,2.01,3/2015,47.35905,-123.99126
2015,3,14,73,14,55,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,14,56,2.34,3/2015,47.35905,-123.99126
2015,3,14,73,14,57,2.5,3/2015,47.35905,-123.99126
2015,3,14,73,14,58,2.63,3/2015,47.35905,-123.99126
2015,3,14,73,14,59,2.7,3/2015,47.35905,-123.99126
2015,3,14,73,15,0,2.69,3/2015,47.35905,-123.99126
2015,3,14,73,15,1,2.6,3/2015,47.35905,-123.99126
2015,3,14,73,15,2,2.44,3/2015,47.35905,-123.99126
2015,3,14,73,15,3,2.19,3/2015,47.35905,-123.99126
2015,3,14,73,15,4,1.93,3/2015,47.35905,-123.99126
2015,3,14,73,15,5,1.85,3/2015,47.35905,-123.99126
2015,3,14,73,15,6,2.01,3/2015,47.35905,-123.99126
2015,3,14,73,15,7,2.42,3/2015,47.35905,-123.99126
2015,3,14,73,15,8,3.07,3/2015,47.35905,-123.99126
2015,3,14,73,15,9,3.97,3/2015,47.35905,-123.99126
2015,3,14,73,15,10,4.94,3/2015,47.35905,-123.99126
2015,3,14,73,15,11,5.33,3/2015,47.35905,-123.99126
2015,3,14,73,15,12,4.98,3/2015,47.35905,-123.99126
2015,3,14,73,15,13,4.1,3/2015,47.35905,-123.99126
2015,3,14,73,15,14,3.55,3/2015,47.35905,-123.99126
2015,3,14,73,15,15,3.53,3/2015,47.35905,-123.99126
2015,3,14,73,15,16,4.07,3/2015,47.35905,-123.99126
2015,3,14,73,15,17,4.93,3/2015,47.35905,-123.99126
2015,3,14,73,15,18,5.31,3/2015,47.35905,-123.99126
2015,3,14,73,15,19,5,3/2015,47.35905,-123.99126
2015,3,14,73,15,20,4.15,3/2015,47.35905,-123.99126
2015,3,14,73,15,21,3.37,3/2015,47.35905,-123.99126
2015,3,14,73,15,22,2.82,3/2015,47.35905,-123.99126
2015,3,14,73,15,23,2.5,3/2015,47.35905,-123.99126
2015,3,14,73,15,24,2.4,3/2015,47.35905,-123.99126
2015,3,14,73,15,25,2.49,3/2015,47.35905,-123.99126
2015,3,14,73,15,26,2.57,3/2015,47.35905,-123.99126
2015,3,14,73,15,27,2.61,3/2015,47.35905,-123.99126
2015,3,14,73,15,28,2.6,3/2015,47.35905,-123.99126
2015,3,14,73,15,29,2.54,3/2015,47.35905,-123.99126
2015,3,14,73,15,30,2.44,3/2015,47.35905,-123.99126
2015,3,14,73,15,31,2.31,3/2015,47.35905,-123.99126
2015,3,14,73,15,32,2.2,3/2015,47.35905,-123.99126
2015,3,14,73,15,33,2.13,3/2015,47.35905,-123.99126
2015,3,14,73,15,34,2.1,3/2015,47.35905,-123.99126
2015,3,14,73,15,35,2.11,3/2015,47.35905,-123.99126
2015,3,14,73,15,36,2.15,3/2015,47.35905,-123.99126
2015,3,14,73,15,37,2.24,3/2015,47.35905,-123.99126
2015,3,14,73,15,38,2.35,3/2015,47.35905,-123.99126
2015,3,14,73,15,39,2.46,3/2015,47.35905,-123.99126
2015,3,14,73,15,40,2.54,3/2015,47.35905,-123.99126
2015,3,14,73,15,41,2.6,3/2015,47.35905,-123.99126
2015,3,14,73,15,42,2.64,3/2015,47.35905,-123.99126
2015,3,14,73,15,43,2.66,3/2015,47.35905,-123.99126
2015,3,14,73,15,44,2.66,3/2015,47.35905,-123.99126
2015,3,14,73,15,45,2.64,3/2015,47.35905,-123.99126
2015,3,14,73,15,55,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,15,56,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,15,57,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,15,58,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,15,59,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,16,45,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,46,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,47,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,48,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,49,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,50,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,51,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,52,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,53,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,54,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,55,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,56,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,57,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,16,58,2.18,3/2015,47.35905,-123.99126
2015,3,14,73,17,47,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,17,48,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,17,49,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,17,50,3.05,3/2015,47.35905,-123.99126
2015,3,14,73,17,51,3.05,3/2015,47.35905,-123.99126
2015,3,15,74,8,52,3.05,3/2015,47.35902,-123.99141
2015,3,15,74,8,53,3.05,3/2015,47.35902,-123.99141
2015,3,15,74,8,54,3.05,3/2015,47.35902,-123.99141
2015,3,15,74,8,55,3.05,3/2015,47.35902,-123.99141
2015,3,15,74,8,56,3.05,3/2015,47.35902,-123.99141
2015,3,15,74,9,12,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,13,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,14,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,15,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,16,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,17,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,18,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,19,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,20,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,21,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,22,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,23,1.3,3/2015,47.35902,-123.99141
2015,3,15,74,9,24,1.29,3/2015,47.35902,-123.99141
2015,3,15,74,9,25,1.29,3/2015,47.35902,-123.99141
2015,3,15,74,9,26,1.29,3/2015,47.35902,-123.99141
2015,3,15,74,9,27,1.28,3/2015,47.35902,-123.99141
2015,3,15,74,9,28,1.28,3/2015,47.35902,-123.99141
2015,3,15,74,9,29,1.27,3/2015,47.35902,-123.99141
2015,3,15,74,9,30,1.27,3/2015,47.35902,-123.99141
2015,3,15,74,9,31,1.26,3/2015,47.35902,-123.99141
2015,3,15,74,9,32,1.25,3/2015,47.35902,-123.99141
2015,3,15,74,9,33,1.24,3/2015,47.35902,-123.99141
2015,3,15,74,9,34,1.23,3/2015,47.35902,-123.99141
2015,3,15,74,9,35,1.22,3/2015,47.35902,-123.99141
2015,3,15,74,9,36,1.2,3/2015,47.35902,-123.99141
2015,3,15,74,9,37,1.19,3/2015,47.35902,-123.99141
2015,3,15,74,9,38,1.17,3/2015,47.35902,-123.99141
2015,3,15,74,9,39,1.15,3/2015,47.35902,-123.99141
2015,3,15,74,9,40,1.13,3/2015,47.35902,-123.99141
2015,3,15,74,9,41,1.11,3/2015,47.35902,-123.99141
2015,3,15,74,9,42,1.09,3/2015,47.35902,-123.99141
2015,3,15,74,9,43,1.06,3/2015,47.35902,-123.99141
2015,3,15,74,9,44,1.05,3/2015,47.35902,-123.99141
2015,3,15,74,9,45,1.03,3/2015,47.35902,-123.99141
2015,3,15,74,9,46,1.03,3/2015,47.35902,-123.99141
2015,3,15,74,9,47,1.03,3/2015,47.35902,-123.99141
2015,3,15,74,9,48,1.04,3/2015,47.35902,-123.99141
2015,3,15,74,9,49,1.05,3/2015,47.35902,-123.99141
2015,3,15,74,9,50,1.07,3/2015,47.35902,-123.99141
2015,3,15,74,9,51,1.09,3/2015,47.35902,-123.99141
2015,3,15,74,9,52,1.12,3/2015,47.35902,-123.99141
2015,3,15,74,9,53,1.16,3/2015,47.35902,-123.99141
2015,3,15,74,9,54,1.2,3/2015,47.35902,-123.99141
2015,3,15,74,9,55,1.25,3/2015,47.35902,-123.99141
2015,3,15,74,9,56,1.31,3/2015,47.35902,-123.99141
2015,3,15,74,9,57,1.37,3/2015,47.35902,-123.99141
2015,3,15,74,9,58,1.43,3/2015,47.35902,-123.99141
2015,3,15,74,9,59,1.48,3/2015,47.35902,-123.99141
2015,3,15,74,10,0,1.52,3/2015,47.35902,-123.99141
2015,3,15,74,10,1,1.56,3/2015,47.35902,-123.99141
2015,3,15,74,10,2,1.59,3/2015,47.35902,-123.99141
2015,3,15,74,10,3,1.62,3/2015,47.35902,-123.99141
2015,3,15,74,10,4,1.64,3/2015,47.35902,-123.99141
2015,3,15,74,10,5,1.65,3/2015,47.35902,-123.99141
2015,3,15,74,10,6,1.66,3/2015,47.35902,-123.99141
2015,3,15,74,10,7,1.66,3/2015,47.35902,-123.99141
2015,3,15,74,10,8,1.67,3/2015,47.35902,-123.99141
2015,3,15,74,10,9,1.68,3/2015,47.35902,-123.99141
2015,3,15,74,10,10,1.69,3/2015,47.35902,-123.99141
2015,3,15,74,10,11,1.71,3/2015,47.35902,-123.99141
2015,3,15,74,10,12,1.73,3/2015,47.35902,-123.99141
2015,3,15,74,10,13,1.76,3/2015,47.35902,-123.99141
2015,3,15,74,10,14,1.78,3/2015,47.35902,-123.99141
2015,3,15,74,10,15,1.82,3/2015,47.35902,-123.99141
2015,3,15,74,10,16,1.85,3/2015,47.35902,-123.99141
2015,3,15,74,10,17,1.89,3/2015,47.35902,-123.99141
2015,3,15,74,10,18,1.92,3/2015,47.35902,-123.99141
2015,3,15,74,10,19,1.94,3/2015,47.35902,-123.99141
2015,3,15,74,10,20,1.96,3/2015,47.35902,-123.99141
2015,3,15,74,10,21,1.97,3/2015,47.35902,-123.99141
2015,3,15,74,10,22,1.98,3/2015,47.35902,-123.99141
2015,3,15,74,10,23,1.99,3/2015,47.35902,-123.99141
2015,3,15,74,10,24,1.99,3/2015,47.35902,-123.99141
2015,3,15,74,10,25,1.98,3/2015,47.35902,-123.99141
2015,3,15,74,10,26,1.97,3/2015,47.35902,-123.99141
2015,3,15,74,10,37,1.54,3/2015,47.35902,-123.99141
2015,3,15,74,10,38,1.62,3/2015,47.35902,-123.99141
2015,3,15,74,10,39,1.68,3/2015,47.35902,-123.99141
2015,3,15,74,10,40,1.71,3/2015,47.35902,-123.99141
2015,3,15,74,10,41,1.73,3/2015,47.35902,-123.99141
2015,3,15,74,10,42,1.73,3/2015,47.35902,-123.99141
2015,3,15,74,10,43,1.71,3/2015,47.35902,-123.99141
2015,3,15,74,10,44,1.68,3/2015,47.35902,-123.99141
2015,3,15,74,10,45,1.62,3/2015,47.35902,-123.99141
2015,3,15,74,10,46,1.54,3/2015,47.35902,-123.99141
2015,3,15,74,10,47,1.45,3/2015,47.35902,-123.99141
2015,3,15,74,10,48,1.33,3/2015,47.35902,-123.99141
2015,3,15,74,10,49,1.2,3/2015,47.35902,-123.99141
2015,3,15,74,10,50,1.05,3/2015,47.35902,-123.99141
2015,3,15,74,10,51,0.88,3/2015,47.35902,-123.99141
2015,3,15,74,10,52,0.69,3/2015,47.35902,-123.99141
2015,3,15,74,10,53,0.48,3/2015,47.35902,-123.99141
2015,3,15,74,10,54,0.27,3/2015,47.35902,-123.99141
2015,3,15,74,10,55,0.16,3/2015,47.35902,-123.99141
2015,3,15,74,10,56,0.16,3/2015,47.35902,-123.99141
2015,3,15,74,10,57,0.27,3/2015,47.35902,-123.99141
2015,3,15,74,10,58,0.49,3/2015,47.35902,-123.99141
2015,3,15,74,10,59,0.83,3/2015,47.35902,-123.99141
2015,3,15,74,11,0,1.28,3/2015,47.35902,-123.99141
2015,3,15,74,11,1,1.85,3/2015,47.35902,-123.99141
2015,3,15,74,11,2,2.52,3/2015,47.35902,-123.99141
2015,3,15,74,11,3,3.31,3/2015,47.35902,-123.99141
2015,3,15,74,11,4,4.22,3/2015,47.35902,-123.99141
2015,3,15,74,11,5,5.09,3/2015,47.35902,-123.99141
2015,3,15,74,11,6,5.37,3/2015,47.35902,-123.99141
2015,3,15,74,11,7,4.91,3/2015,47.35902,-123.99141
2015,3,15,74,11,8,3.88,3/2015,47.35902,-123.99141
2015,3,15,74,11,9,2.97,3/2015,47.35902,-123.99141
2015,3,15,74,11,10,2.34,3/2015,47.35902,-123.99141
2015,3,15,74,11,11,2.01,3/2015,47.35902,-123.99141
2015,3,15,74,11,12,1.97,3/2015,47.35902,-123.99141
2015,3,15,74,11,13,2.21,3/2015,47.35902,-123.99141
2015,3,15,74,11,14,2.67,3/2015,47.35902,-123.99141
2015,3,15,74,11,15,3.04,3/2015,47.35902,-123.99141
2015,3,15,74,11,16,3.24,3/2015,47.35902,-123.99141
2015,3,15,74,11,17,3.28,3/2015,47.35902,-123.99141
2015,3,15,74,11,18,3.15,3/2015,47.35902,-123.99141
2015,3,15,74,11,19,2.88,3/2015,47.35902,-123.99141
2015,3,15,74,11,20,2.61,3/2015,47.35902,-123.99141
2015,3,15,74,11,21,2.36,3/2015,47.35902,-123.99141
2015,3,15,74,11,22,2.14,3/2015,47.35902,-123.99141
2015,3,15,74,11,23,1.95,3/2015,47.35902,-123.99141
2015,3,15,74,11,24,1.78,3/2015,47.35902,-123.99141
2015,3,15,74,11,25,1.64,3/2015,47.35902,-123.99141
2015,3,15,74,11,26,1.52,3/2015,47.35902,-123.99141
2015,3,15,74,11,27,1.42,3/2015,47.35902,-123.99141
2015,3,15,74,11,28,1.34,3/2015,47.35902,-123.99141
2015,3,15,74,11,29,1.28,3/2015,47.35902,-123.99141
2015,3,15,74,11,30,1.23,3/2015,47.35902,-123.99141
2015,3,15,74,11,31,1.19,3/2015,47.35902,-123.99141
2015,3,15,74,11,32,1.18,3/2015,47.35902,-123.99141
2015,3,15,74,11,33,1.18,3/2015,47.35902,-123.99141
2015,3,15,74,11,34,1.19,3/2015,47.35902,-123.99141
2015,3,15,74,11,35,1.23,3/2015,47.35902,-123.99141
2015,3,15,74,11,36,1.28,3/2015,47.35902,-123.99141
2015,3,15,74,11,37,1.34,3/2015,47.35902,-123.99141
2015,3,15,74,11,38,1.42,3/2015,47.35902,-123.99141
2015,3,15,74,11,39,1.49,3/2015,47.35902,-123.99141
2015,3,15,74,11,40,1.54,3/2015,47.35902,-123.99141
2015,3,15,74,11,41,1.58,3/2015,47.35902,-123.99141
2015,3,15,74,11,42,1.6,3/2015,47.35902,-123.99141
2015,3,15,74,11,43,1.6,3/2015,47.35902,-123.99141
2015,3,15,74,11,44,1.59,3/2015,47.35902,-123.99141
2015,3,15,74,11,45,1.57,3/2015,47.35902,-123.99141
2015,3,15,74,11,46,1.53,3/2015,47.35902,-123.99141
2015,3,15,74,11,47,1.47,3/2015,47.35902,-123.99141
2015,3,15,74,11,48,1.4,3/2015,47.35902,-123.99141
2015,3,15,74,11,49,1.33,3/2015,47.35902,-123.99141
2015,3,15,74,11,50,1.27,3/2015,47.35902,-123.99141
2015,3,15,74,11,51,1.21,3/2015,47.35902,-123.99141
2015,3,15,74,11,52,1.16,3/2015,47.35902,-123.99141
2015,3,15,74,11,53,1.12,3/2015,47.35902,-123.99141
2015,3,15,74,11,54,1.07,3/2015,47.35902,-123.99141
2015,3,15,74,11,55,1.04,3/2015,47.35902,-123.99141
2015,3,15,74,11,56,1.01,3/2015,47.35902,-123.99141
